0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,true_label,svm_pred,rf_pred
-1.9128547,1.33875,1.0784053,1.2354834,0.9008531,0.35855913,0.06972507,0.380864,-0.2841461,-0.8360784,0.940994,1.2307627,-0.49129933,0.003910529,-0.17139065,-0.39981237,-0.341315,-0.2540343,-0.15777607,-0.053613264,-0.06478751,-0.15282129,-0.09162875,0.0147346975,0.03617245,-0.028611152,0.11455105,0.053302255,-0.033999927,0.08675823,0.12220064,0.017983865,-0.18263899,-0.16550422,-0.13257891,-0.11393898,-0.025260925,0.092556894,0.22513273,calm,calm,calm
-0.6537216,-1.4310688,-1.0075209,0.012011049,-1.541916,-0.9355236,-1.4248021,-0.015929613,-1.1650357,-1.7752068,0.786254,0.6891542,-1.8561668,0.07317026,-0.031635255,-0.21705455,-0.11346383,-0.050686933,-0.051866118,-0.06261039,-0.12786548,-0.21260147,-0.16480105,-0.08257955,-0.042595748,-0.07237931,0.051360127,-0.056623537,-0.17413203,-0.11687005,-0.04183663,0.017261527,-0.028036477,-0.029832523,-0.094131,-0.09399175,0.008500027,0.074229576,0.13549344,neutral,calm,calm
1.1690321,0.07760683,-0.35979936,0.006673512,1.1745696,1.4240186,0.15487361,0.29908592,2.817408,0.7495268,-0.16350904,1.7908163,0.3933741,-0.042365998,-0.27969995,-0.58612496,-0.63987255,-0.66432816,-0.726824,-0.7021351,-0.7927449,-0.70383304,-0.59395117,-0.5528893,-0.5300089,-0.523413,0.15386038,0.12761621,0.050203465,0.16569,0.23228508,0.25711286,0.16152403,0.06797299,-0.09993528,-0.19898178,-0.22970602,-0.31706753,-0.41546425,angry,angry,angry
0.20896119,-1.1683134,-0.25449327,-0.82176113,-0.67057806,-0.3947558,-0.27451724,0.0014073875,-0.18905655,-0.49153307,-0.45493945,0.7497552,-0.46914268,0.24043423,0.32242316,0.2900474,0.574026,0.71005267,0.74485826,0.6556093,0.5788667,0.28262234,0.2572776,0.39869177,0.52192044,0.56406784,0.19586138,0.18204336,0.049649313,0.06580961,0.080591016,0.17907499,0.31144774,0.5177842,0.5204682,0.48770005,0.49544856,0.3544091,0.26018956,angry,fearful,fearful
-0.08028159,1.0499316,1.3907119,2.140417,-0.08135674,1.0780269,1.6189642,2.4155238,1.1701772,0.46518037,0.1915664,0.60044485,0.9840113,0.22752634,0.2959322,0.25340736,0.51845974,0.6246182,0.6085806,0.47374535,0.32781255,0.044112306,-0.013038537,0.002220775,-0.04152199,-0.15563005,0.21340369,0.22697087,0.14218101,0.21646546,0.18140665,0.07136223,-0.1931584,-0.420872,-0.63130677,-0.7711328,-0.8928026,-0.9978047,-1.0367007,sad,calm,calm
-1.2856231,0.98835576,1.61549,1.869663,1.5035795,0.62207496,1.6317866,1.4140323,2.0583282,1.2961851,1.2845693,1.2662318,0.44481027,-0.690401,-1.5580702,-2.0630739,-2.0349388,-1.6175106,-1.3210145,-1.0341479,-0.9794278,-0.75058043,-0.60642684,-0.6201836,-0.7052311,-0.74548954,1.9055048,3.020231,2.772582,2.3843927,1.4161634,0.8016733,0.45265338,0.22117272,-0.038365357,-0.10576485,0.07266803,0.26392668,0.3000921,calm,calm,calm
-1.0921688,-0.98633623,0.0743271,0.0040986654,-0.45620683,-0.0026028568,-0.79730415,2.3480988,0.43321064,-1.1542437,1.8778203,0.9007382,-0.5087374,0.19668305,0.22824252,0.14691071,0.35595244,0.4247582,0.3850569,0.27050075,0.1412322,-0.0627837,-0.0684898,-0.005622749,0.017498257,-0.023737231,0.2733905,0.33023086,0.2522121,0.32510993,0.25166124,0.100238085,-0.19585165,-0.43784383,-0.6444338,-0.77570117,-0.8926811,-1.0052294,-1.0689044,calm,sad,calm
-0.9265665,-0.8300733,0.17209275,-0.31267226,-0.05064763,-0.24006692,-0.9388661,1.9749748,0.17116408,-1.0230533,1.8393005,0.050295502,-0.7119236,0.47794142,0.7878804,0.80217314,0.94792247,0.6969672,0.26639903,-0.17616889,-0.5971144,-0.74210435,-0.7008065,-0.65142006,-0.55024606,-0.49727008,-1.2600255,-2.3483238,-2.7438328,-2.9598691,-2.374054,-1.6566964,-1.0848979,-0.46349978,-0.12320867,0.022370104,0.11704802,0.08485264,0.11147181,calm,sad,sad
-1.4821218,0.70449144,1.1130188,1.01606,1.2553293,1.9415107,1.0554941,-1.6203805,0.48494667,0.86921316,-0.25347972,0.4195218,0.12234492,0.043233603,-0.036108427,-0.053104255,0.25903618,0.37280568,0.31184945,0.11750705,-0.17079447,-0.32252708,-0.135749,0.18088874,0.27877015,-0.011558123,0.1781959,0.033932835,-0.41794628,-0.77034414,-0.7853854,-0.58419275,-0.32860026,0.09930654,0.20172025,-0.016962282,-0.30393752,-0.3213221,0.16353992,sad,sad,sad
-0.1944153,0.46559253,0.71742564,0.54767054,1.064551,0.84502,1.0017977,0.48058408,2.0779798,0.9369069,-0.032070782,1.3245193,0.7317612,0.030036049,-0.1246925,-0.3575096,-0.3186778,-0.29819497,-0.33646098,-0.34757477,-0.4445822,-0.46589455,-0.40763506,-0.3791674,-0.39131862,-0.44637513,0.29716942,0.39317885,0.40455854,0.68674445,0.86528593,1.0149131,1.1034207,1.1207347,0.9493834,0.9308119,1.176947,1.3445337,1.4689152,sad,neutral,fearful
0.3214076,-1.485286,0.4721145,0.1483836,-0.10678524,0.029783972,-0.37940907,-0.16600026,-1.3547033,-0.5812123,0.12836525,-0.59778327,-0.4198918,-3.2179468,-0.7445881,3.940518,-2.9189348,-0.9917175,4.578166,0.24208555,0.68092954,4.348671,2.3154573,2.0900297,-0.4139009,-1.4091136,-1.0777583,-0.8307511,0.121871166,-0.7742283,-1.1276817,-0.92004687,-0.7005415,-0.24576917,-0.40810353,0.14416787,0.66581935,-0.08150834,0.59398973,fearful,fearful,fearful
-0.1606667,0.3561985,-0.37940308,0.9785705,0.7266808,0.43063462,0.6642576,-0.53005755,-0.46336976,0.41762218,-1.2416924,-0.39117512,1.3999441,0.11281852,0.053973783,-0.08742256,0.07695391,0.18069121,0.216719,0.20943338,0.17856571,0.036225922,0.07783316,0.21932666,0.31960264,0.32452703,0.26199555,0.32864258,0.32104662,0.56965244,0.7313242,0.8650174,0.92980975,0.9397648,0.7805129,0.7595663,0.97462153,1.1158066,1.2184342,angry,happy,happy
-0.27800223,0.10469238,0.92212397,1.5417212,0.48311234,0.84014934,0.32148626,0.54563606,0.72719425,1.6213831,0.09358492,0.550451,0.7208022,-0.08822591,-0.37922674,-0.73908067,-0.8704252,-0.95519817,-1.0814289,-1.0830543,-1.250856,-1.1021045,-1.0092392,-1.1029336,-1.2275246,-1.3246124,0.17022492,0.16048403,0.103638306,0.26552394,0.3850448,0.4808674,0.49087918,0.49111104,0.3727317,0.35955712,0.52051926,0.6255529,0.7082926,fearful,fearful,fearful
-1.1962585,0.39261755,1.1773206,2.0627568,-0.15141314,1.2427672,0.383359,-0.14637884,-0.18878302,0.306479,0.75181544,0.9847853,-0.6429017,0.44523284,0.65819013,0.4320458,0.26938343,-0.019863144,-0.210426,-0.25542405,-0.38016707,-0.47674865,-0.44368616,-0.3964311,-0.38871163,-0.43574676,-0.33251765,-0.6688826,-0.71321553,-0.55529594,-0.23788585,0.2474179,0.8518298,1.27964,1.0403638,0.632893,0.35116464,0.16814068,0.21250075,fearful,fearful,fearful
0.81840885,-0.93314016,-1.6776018,-1.2701133,-0.3583098,-1.0594479,-0.7062887,0.6278534,-0.4991305,-0.7023343,0.623015,0.29184258,-1.355994,0.04743421,-0.049057774,-0.15017255,-0.014590155,-0.09244523,-0.21544614,-0.11667746,0.010967462,-0.099045895,-0.20042025,-0.23439611,-0.10060472,0.0695238,-0.04368114,-0.11035628,0.005681305,0.13127096,-0.1474509,-0.35418344,-0.15533976,0.3052946,0.2003329,-0.20623858,-0.37891603,-0.041573912,0.47761768,fearful,happy,fearful
-0.68565565,-0.7682994,-0.28514162,-0.11752605,-2.1976101,-1.7919668,-0.7653017,-0.3485467,-0.46257493,-0.773418,-0.15383773,-0.93720675,-1.2113544,0.07692827,-0.02388024,-0.20688829,-0.10215421,-0.042539977,-0.049699876,-0.067931116,-0.14173643,-0.22920917,-0.18473595,-0.10981925,-0.07530975,-0.10513579,0.06400496,-0.034485683,-0.14940627,-0.09074389,-0.024238525,0.021739244,-0.04046328,-0.059411515,-0.13422255,-0.14318644,-0.054105435,0.0048848125,0.067717224,sad,calm,calm
0.49163732,-0.4097205,-0.8721046,-0.42188644,-0.38057086,-0.2361096,-0.80812,-0.8447567,-0.31058726,-1.129389,-0.3191375,1.7005948,-0.69119513,0.21229641,-0.19738984,-0.39177224,0.5106843,-0.56657195,-0.23187415,0.66170293,-0.78053874,-0.24326517,0.2871505,-0.5914836,0.013101257,0.36690995,0.52032244,-0.52819157,-0.5971847,1.3272933,-1.1539035,-0.35215074,1.6646177,-1.4205304,-0.16778916,1.0209656,-1.1622748,0.19023682,1.0414333,fearful,fearful,fearful
0.91620994,-1.0266877,-1.0619271,-0.91314024,0.24601583,-1.6602789,-0.15441619,1.6530937,-0.15262693,-0.6393821,1.3186599,0.12589379,-0.5203947,-0.004868244,-0.20005465,-0.4715222,-0.48592284,-0.5010268,-0.57133675,-0.58477706,-0.71086115,-0.68128103,-0.6167588,-0.638154,-0.70044893,-0.78328836,0.04077917,-0.07601924,-0.1991677,-0.1518227,-0.08159028,-0.026880328,-0.07868894,-0.08204742,-0.14223142,-0.1420611,-0.047368973,0.012201888,0.068900645,angry,angry,angry
0.10718151,-0.94516987,-0.17734616,-0.259788,0.11019633,-0.16321354,-1.2678108,-0.57680637,-0.7371812,-0.027738538,-0.06392039,1.4682887,-1.2776762,0.10242478,0.030413892,-0.12761499,0.009385268,0.0887185,0.100764945,0.084308185,0.028079327,-0.09676364,-0.06618013,0.019156871,0.054825425,0.012946487,0.0012585982,-0.14677161,-0.2848514,-0.26169968,-0.1968067,-0.14735708,-0.21104519,-0.21145798,-0.25049332,-0.23340036,-0.12903918,-0.05104534,0.024760645,happy,happy,happy
-0.35416824,-0.7937237,-0.9177882,-0.66219026,-0.8428685,-0.653872,-1.065547,-0.064379156,-0.62114376,-1.3101557,-0.66221374,0.31682417,-0.94530636,0.09993327,0.026734553,-0.12619369,0.025428675,0.12611854,0.16381016,0.1672303,0.14431849,0.01872539,0.06896519,0.2141533,0.31341553,0.30965757,0.05877242,-0.038336772,-0.13447052,-0.033108667,0.08237492,0.17641392,0.16603522,0.1755815,0.1026476,0.118289545,0.2815121,0.4059832,0.5083677,calm,sad,calm
0.16748196,-0.84710085,-0.75692254,-1.0397618,-0.67613906,-0.44839537,-0.9023623,-0.31428224,0.018195327,-1.4427158,-0.7192461,0.9261486,-0.96814114,1.5665395,2.7995107,2.7661388,2.6485336,2.4441347,2.6439505,2.5270493,2.466378,1.6250874,1.4377847,1.7521218,2.002606,1.9824021,3.0534697,4.4690514,2.9907932,1.3729603,0.5157111,0.6164951,0.39914143,-0.3058729,-0.84644806,-0.88606215,-0.5892986,-0.24448223,-0.26118162,sad,fearful,fearful
-1.0617043,1.8438342,1.9034333,0.03865688,1.0268509,1.009955,0.4206972,-1.6408168,-0.79094213,0.29222536,0.45566213,0.06731944,-0.45903605,0.06959255,-0.039364174,-0.22874226,-0.13059829,-0.071452655,-0.07589009,-0.08684282,-0.15504023,-0.23455465,-0.18608944,-0.10891427,-0.07399558,-0.10657325,0.03697134,-0.08300571,-0.20812967,-0.16421175,-0.09548864,-0.042040892,-0.09570536,-0.09914529,-0.15751995,-0.15682982,-0.06389468,-0.0053867763,0.05087117,sad,sad,sad
1.3162745,-1.3766655,-0.16681965,-0.8527705,0.6464749,-0.80732965,-0.2156385,1.3692468,1.0984612,0.1760557,0.9408687,0.89800763,-0.5363025,0.050698113,-0.08014555,-0.29037765,-0.22085118,-0.18064548,-0.20194508,-0.21367571,-0.29681063,-0.34868005,-0.29630917,-0.24463616,-0.23500778,-0.28093442,-0.024615573,-0.19575092,-0.35334378,-0.36624232,-0.32413235,-0.2943415,-0.3830083,-0.3926928,-0.42521098,-0.4213435,-0.36754984,-0.3379923,-0.30110687,angry,angry,angry
-0.020496301,0.6718734,0.40972763,0.11047294,0.61977905,0.70604354,0.85440063,-0.50500745,-0.7867976,0.23743194,-1.2400556,-1.4433196,0.87728363,0.05177292,-0.07490699,-0.2701092,-0.16473778,-0.0754059,-0.035921838,-0.0042464575,-0.022140034,-0.10409335,-0.04984522,0.053517297,0.091964915,0.027694024,-0.081044815,-0.28321603,-0.40936744,-0.3304524,-0.13564949,0.07975157,0.21994168,0.3770404,0.37601304,0.41150403,0.55896044,0.56536555,0.47812748,fearful,sad,fearful
0.26353458,-1.7770617,-1.5710722,-0.022327127,-2.2497246,-1.4208571,-0.89722353,-0.075476184,-0.7778708,-1.2979416,1.0929496,-0.020097746,-1.9228598,0.07317808,-0.03163575,-0.2170557,-0.113463275,-0.05068879,-0.05186582,-0.062608816,-0.12786537,-0.21260111,-0.16480072,-0.08257955,-0.042595755,-0.072378755,0.05136059,-0.056622855,-0.1741323,-0.11686919,-0.041835632,0.017263843,-0.02803648,-0.029832391,-0.09413148,-0.093990915,0.008501649,0.07422965,0.1354944,angry,happy,happy
0.5739013,1.6392041,0.4229651,-0.28564033,0.28696218,1.0399572,1.6043139,1.1877726,0.5455054,0.15497567,-0.07305487,-0.018712677,1.3096206,-3.6467953,-3.5008867,2.2128372,0.77470374,-1.2491126,1.9039502,-0.959577,-2.591147,2.4236217,3.6113603,1.6605784,0.07887254,-0.81728655,-0.84322065,-0.024589062,1.6199112,0.107333064,-1.041363,0.103057206,0.75995183,1.6789348,1.1736748,0.29763842,2.0752807,2.6942985,-0.21741462,fearful,happy,happy
0.8910568,-1.6915382,-0.6361557,-0.48502794,-0.9211373,-0.7422925,-0.39467874,0.73573047,-1.0719354,-0.7962371,0.60915726,0.062113788,-1.2944802,0.07260439,-0.03282534,-0.2186329,-0.11526267,-0.052072067,-0.052415457,-0.062060285,-0.12606359,-0.21030848,-0.16194645,-0.07855715,-0.0376004,-0.0671677,0.031213649,-0.09200855,-0.21403791,-0.15995885,-0.072531305,0.0061387676,-0.013709787,0.01125746,-0.035527162,-0.019875068,0.10529778,0.18445332,0.24704024,fearful,angry,fearful
-0.331454,-0.78149086,-0.3566386,0.2368753,-2.8234797,-1.5960404,-0.38171875,-0.20411329,0.45736197,-0.30807224,-2.071232,-0.10790293,-0.21454735,0.073174335,-0.03163575,-0.21705502,-0.11346307,-0.050686847,-0.051866606,-0.06260847,-0.1278653,-0.21260163,-0.16479975,-0.082578056,-0.042595237,-0.072378576,0.051354695,-0.0566231,-0.17413275,-0.11686799,-0.041835833,0.01726322,-0.028036667,-0.02983288,-0.094131045,-0.09399229,0.008501885,0.07422878,0.13549376,calm,calm,calm
2.0117488,0.71879363,-0.7782016,-0.14028265,0.73663706,0.5359501,0.098522715,-1.6157521,1.4400332,0.8092044,-3.0121486,-0.14137106,1.5018424,0.07427756,-0.03221311,-0.2262049,-0.13061504,-0.060351215,-0.046454933,-0.055829424,-0.13829672,-0.23510674,-0.1840265,-0.08578939,-0.028220776,-0.06662681,0.038577873,-0.06786966,-0.15868133,-0.07940593,-0.029654702,-0.01826628,-0.07941042,-0.034203455,-0.047884114,-0.04710776,0.0058459174,0.01323666,0.080284245,angry,angry,angry
-0.37340355,-1.3761097,0.6405983,-0.69811505,-0.24832581,-0.40293583,-1.220416,1.492827,-0.8700222,-0.5242711,1.4364568,0.17322363,-0.24637815,-0.11973109,-0.43616492,-0.7764382,-0.8126736,-0.7099775,-0.5653114,-0.31432343,-0.113178305,0.025152652,0.26133132,0.6480034,1.0167729,1.2200074,0.74187976,1.1921265,1.3762689,1.9116462,2.0635176,2.0932872,2.0279176,1.7447387,1.2297878,0.93775445,0.9028294,0.77506626,0.6304387,neutral,happy,happy
1.4738597,-1.6796645,-1.6418995,-0.94288486,-2.0267148,-1.3803868,-0.5856682,-0.19077373,-0.7724795,-0.5071685,0.7967084,-0.12768629,-1.2058952,0.06681744,-0.044761505,-0.23429562,-0.13272727,-0.06473391,-0.055951305,-0.05410143,-0.104992494,-0.18494536,-0.1313997,-0.036689457,0.012851896,-0.016425036,0.072768494,-0.019161366,-0.13220403,-0.07236511,-0.011496938,0.025694162,-0.04789599,-0.07860897,-0.16089247,-0.17641726,-0.096970655,-0.04330224,0.01972463,angry,angry,angry
0.2202743,0.85148096,0.5653276,-0.42535335,0.23898342,0.8203498,1.3446145,0.66877246,0.68085074,0.1895643,-0.4503788,0.42065758,1.302575,0.023417167,-0.09649236,-0.18105897,0.06403892,0.11804116,-0.03244704,-0.11932674,-0.042420585,0.059544705,0.17953391,0.18367401,-0.07628817,-0.3584789,-0.46462622,-0.9310703,-1.1103067,-1.2512747,-1.4064976,-1.7808089,-2.3232303,-2.303777,-1.8618213,-1.5646398,-1.6579815,-2.042416,-2.445003,happy,happy,happy
-0.23442894,-1.5953101,0.45711648,-0.2968296,0.28482905,0.63536626,-0.2929449,1.6091686,0.078031264,0.030752355,0.7613209,0.8956868,-0.29806474,0.24460885,0.33478287,0.32078815,0.6367612,0.79745805,0.84592664,0.7506856,0.6766746,0.35186774,0.3045661,0.41129324,0.45770672,0.3941123,0.2820234,0.35524225,0.31702226,0.47884426,0.50165457,0.4460157,0.24552172,0.021111911,-0.2546329,-0.44688594,-0.59971327,-0.78605664,-0.9462484,fearful,fearful,fearful
0.21745235,-1.3145978,-1.5778826,-0.94370884,-0.47629052,-1.2141786,-0.5907647,-0.09493507,-0.4455673,-0.9573474,0.5045438,-0.18655372,-1.6854972,0.072044715,-0.03390328,-0.21975362,-0.11579638,-0.051151507,-0.049588654,-0.05777968,-0.12035573,-0.2056769,-0.15818587,-0.075659394,-0.03701119,-0.07006856,0.046889108,-0.0641932,-0.18156038,-0.122365035,-0.041605305,0.024618268,-0.012842746,-0.009712713,-0.07441208,-0.07616496,0.023876697,0.08283651,0.13439915,happy,happy,happy
0.34089965,0.5359636,0.5222587,0.35172707,1.4073113,1.2508655,0.5026357,1.4194367,2.3486063,1.059755,0.34006476,1.9999353,0.8050777,-0.11991699,-0.44662246,-0.83634526,-1.0013598,-1.0936059,-1.2108991,-1.1757882,-1.3055874,-1.1023936,-0.96461594,-0.9916641,-1.0300947,-1.0439397,0.46627167,0.69827724,0.7804042,1.1706771,1.3529011,1.47083,1.5134189,1.4150304,1.0950476,0.94752634,1.0466875,1.0381764,0.9752638,angry,angry,fearful
0.766538,-0.72833127,-0.46773306,-0.8032459,0.7700111,-0.5963226,-0.7167065,-0.14121825,0.2568139,-0.31962207,0.0940147,1.9110446,-0.5780351,0.076459125,-0.024547022,-0.2063358,-0.097749256,-0.03164455,-0.029834516,-0.040381957,-0.10294334,-0.19246744,-0.14527631,-0.05842726,-0.013799795,-0.041020684,0.04855698,-0.06174564,-0.18073194,-0.12605728,-0.052250836,0.005750926,-0.041172765,-0.04328794,-0.106437616,-0.10619278,-0.005551118,0.058773775,0.119065985,angry,angry,angry
0.4553415,0.6586183,-0.528888,-0.8274634,1.9709147,0.79683137,0.40031222,-0.0029021802,1.5013549,0.636427,-0.061004348,1.3264253,0.36528116,0.14076056,0.11414211,0.0029111977,0.20777123,0.33649012,0.39292216,0.38224503,0.3658426,0.18153971,0.2122563,0.37675416,0.49582452,0.50296265,0.37771282,0.5405312,0.5938475,0.9489526,1.1602197,1.3377633,1.4674109,1.4881998,1.2797626,1.2519268,1.5386295,1.7321713,1.8690968,happy,happy,angry
-0.65682065,-0.77408165,0.35628533,-1.0902787,0.75258535,-0.014334826,-0.33744046,2.0142255,-0.3655201,-0.6190319,0.8808551,0.21392414,-0.8044813,0.45892882,0.75402635,0.7801248,0.9765066,0.82581246,0.5546468,0.27809674,0.07494659,-0.14310178,-0.17933837,-0.2050347,-0.30061382,-0.43533507,1.2369157,1.9820278,1.997131,2.0668278,1.501428,0.91903436,0.413587,0.08753372,-0.17371844,-0.33946434,-0.48164865,-0.6775885,-0.82094884,fearful,sad,fearful
1.320893,0.9319699,-1.3165576,0.7196231,0.7622369,0.1519503,-0.063828334,-0.10992706,-1.5736684,-0.47756514,0.23263802,-0.58231235,-1.185348,0.8786466,1.3189853,0.5507811,-0.31832126,0.5529562,2.9775789,2.171293,-0.8298801,-0.44607064,2.3104773,4.9542503,6.644833,7.4902573,0.77024484,1.1902488,0.40568691,-0.86898416,0.66604346,2.5656972,0.71291965,-0.091287404,1.5141518,1.1019714,-0.6617285,-1.9202081,-2.7000055,angry,fearful,angry
-1.2910917,1.2953737,0.9041811,0.86752605,0.48998016,0.34211868,1.2264626,-1.0592742,0.17907576,1.2601817,-0.43274325,-0.28042543,1.642799,0.15329856,0.1313774,0.010383368,0.22441147,0.35603118,0.34885556,0.26031753,0.20534974,0.04063009,0.014994101,0.04456853,0.064444505,0.014301245,0.19733801,0.18253514,0.089553595,0.26800632,0.40392372,0.3897424,0.23786713,0.21223512,0.11652816,-0.018373342,-0.08511362,-0.0760468,-0.03482341,calm,calm,calm
-0.6052608,-0.7936354,0.32620782,-0.4140585,0.3395094,-0.120692745,-0.8135809,-0.250059,-0.8497463,-0.3019756,0.2725464,1.4518635,-1.211183,0.20227852,0.20572369,0.0007676302,0.008046694,-0.05854675,-0.14693013,-0.15298761,-0.13598146,-0.16392237,-0.18623047,-0.31569755,-0.49164,-0.49797302,-0.5419917,-1.0068121,-1.029168,-0.9073094,-0.73718375,-0.5682402,-0.3182029,0.103500016,0.25508204,0.31120443,0.5389434,0.85348284,1.2339513,happy,fearful,fearful
1.2413841,-0.9732184,-2.39395,-1.4992795,-1.8902438,-0.96896726,-1.5197052,-1.160281,-0.1649536,-1.0111971,0.5404655,1.8773391,-0.57633144,-0.2485482,-0.72238415,-1.2449378,-1.5805616,-1.7640315,-1.9436865,-1.867961,-2.0276437,-1.6434681,-1.4518163,-1.554464,-1.6633143,-1.7040896,0.6013968,0.94038826,1.0723535,1.5326825,1.6970484,1.765534,1.743516,1.5398492,1.1117083,0.8764928,0.87948173,0.7815283,0.65012646,fearful,fearful,fearful
