0,1,2,3,4,5,6,7,8,9,10,11,12,label
-524.1682,88.79642,-21.566736,4.1352262,0.960809,7.0614343,-15.570602,0.47662884,0.994634,-4.720898,-11.435408,-5.354809,5.7786007,angry
-506.16528,48.550755,-35.314785,4.6410484,-12.944674,-11.355618,-16.979174,0.82430786,-8.269668,-17.264565,-3.4788365,-1.9682603,-13.075811,angry
-432.5143,90.643265,-25.631645,9.410563,0.10082393,8.493649,-13.434292,-14.624842,-1.5101495,-3.6886342,-22.429148,-6.6641603,7.2588787,angry
-472.2427,50.039543,-23.953854,3.5489655,-11.15755,2.6018116,-22.87227,-4.1089277,-8.317277,-11.490386,-17.023903,-3.3987856,-5.1643543,angry
-527.2358,81.07307,-10.232539,5.100929,2.008079,12.20833,-13.53902,1.586979,-4.144287,-7.076683,-5.2710238,-7.6526785,-1.8042084,angry
-516.5497,55.79094,-29.557146,4.5651026,-15.410674,-6.9510283,-20.042444,-6.6129837,-9.208067,-12.564525,-6.9921255,-2.5376558,-10.406887,angry
-490.7512,76.31721,-20.012617,15.6132145,-0.40153572,9.72293,-12.960304,-1.6419103,-4.7956905,-5.557659,-14.096067,-3.8941102,0.3647799,angry
-503.35968,59.136406,-41.720592,0.1639322,-5.955042,-6.963018,-22.26748,1.6278362,-9.191929,-19.097801,-4.2519546,-1.2515885,-11.639058,angry
-442.84164,90.14257,-32.097145,17.20103,-1.7416335,-1.6393656,-15.084671,-1.7856157,-18.867725,-14.451497,-3.0927424,-10.483574,-5.9582715,angry
-526.4142,46.09446,-28.225914,7.0471816,-5.7669444,-5.2010226,-17.63276,0.9892434,-13.245592,-12.65423,-5.5962977,-7.5624433,-7.4517484,angry
-586.0773,94.77283,2.5948071,14.88401,8.060416,8.168892,-15.878415,0.9720215,0.20786545,-2.8781903,-3.0578842,-3.066647,0.06215654,angry
-587.15015,62.850067,-36.126564,-6.084518,-1.1665621,-1.9727389,-23.61044,-2.5481956,-9.529058,-16.369162,-2.1250646,0.6875681,-8.009627,angry
-545.7837,75.46222,-16.884064,15.469821,6.2577534,10.914365,-19.99266,-3.2305017,-3.754793,-13.859191,-4.767838,-1.9041103,-3.673058,angry
-553.9289,51.744064,-14.499672,8.708966,-1.4836562,4.2845497,-18.509106,8.72531,-2.9606974,-11.715701,-2.0739658,-0.74328697,-6.6783843,angry
-534.5885,77.03675,-14.540428,2.5286002,3.5882182,16.10615,-7.5103583,-5.031021,-3.0457413,-7.2480597,-10.263737,-4.0824804,-3.0010424,angry
-476.363,51.26434,-18.850546,2.473585,-3.067324,3.781824,-17.138237,-0.110278875,-18.72952,-18.358364,-8.064048,-2.0202377,-6.032507,angry
-546.1488,79.30492,-0.4189213,21.268852,-0.22004066,7.171784,-5.73634,4.3678803,-3.2271059,-2.0039823,-6.3742766,-7.302725,2.1773822,angry
-545.2745,53.025677,-19.936707,2.3870873,-7.9089437,0.87842125,-17.058933,-2.8966627,-8.4989395,-13.344619,-10.226391,-1.3579292,-5.560719,angry
-572.9516,82.34052,-21.472582,15.347847,3.2614813,7.8692927,-10.243702,-5.6713853,-9.82833,-7.8912125,-14.164922,-5.7516503,5.6625295,angry
-576.567,52.345547,-21.246758,3.3018794,-7.3286014,-5.398639,-20.457092,4.2643547,-16.022133,-11.849949,-2.0291464,-6.723257,-6.3902345,angry
-512.88385,77.580894,-11.976946,11.752495,4.806401,12.800736,-15.128106,-1.186583,3.28263,-6.103543,-5.434426,1.6576632,-1.7889087,angry
-589.08215,66.13937,-16.766994,7.4758,-1.0086279,1.4945927,-14.635931,-5.280585,-14.483375,-12.517535,-9.748763,3.537558,-8.26115,angry
-435.69528,82.548225,-25.991959,14.241241,-1.8507433,14.0481615,-6.2100453,4.891678,-4.431534,-10.682579,-8.9526415,0.5211484,1.9067594,angry
-551.15173,95.353966,-24.158535,5.4693136,2.020862,8.431524,-14.788749,2.213182,-6.91796,-9.225387,-12.405881,-0.023482956,4.244397,angry
-556.0848,42.519855,-36.886105,8.021053,-18.96595,-7.0313063,-18.865526,-3.166432,-13.2117605,-16.972387,-3.7711036,-2.4947429,-12.605743,angry
-439.1949,81.33502,-21.529985,11.89892,0.08149153,9.478278,-12.774352,-13.041338,-2.5693002,-4.0957923,-20.34037,-6.4925637,5.7849116,angry
-508.3589,47.47406,-19.477783,6.093185,-15.373374,-0.29598472,-20.403685,-3.8411124,-9.626977,-13.222408,-13.804674,-3.2249498,-7.046718,angry
-481.55627,72.50739,-13.362332,7.7032685,-1.5226177,11.589924,-11.852831,-3.3639073,-3.5504832,-9.1594,-7.80659,-7.9185233,-0.1890852,angry
-507.63348,47.84198,-22.042416,1.9772462,-17.304058,-6.6331687,-14.225512,-7.696773,-9.329393,-11.953157,-6.2731147,-5.337271,-10.391135,angry
-476.68616,76.096565,-17.028133,13.985849,1.0680974,5.403334,-12.278523,-1.2093778,-5.7210903,-2.6514277,-11.7289505,-9.076405,0.48612726,angry
-471.67352,49.983585,-31.02191,2.0167067,-4.8695245,-6.0516086,-21.160133,1.2754947,-9.981423,-17.233498,-4.101712,-3.7837603,-11.348857,angry
-462.01486,93.41203,-32.995716,13.48366,3.5457351,5.508899,-15.529393,-3.4779282,-15.209115,-13.260835,-6.784338,-6.4877195,-9.861296,angry
-550.21106,47.26779,-27.47713,3.6209896,-4.7971916,-6.3054175,-16.989159,2.6124063,-13.543472,-10.420514,-5.2381973,-6.6976337,-6.6285405,angry
-547.9361,103.068436,-10.876886,12.256177,4.07303,5.926632,-26.539114,-1.6071879,1.3690166,-3.0236886,-5.4413075,-4.3214474,1.0170946,angry
-589.1346,60.519913,-37.51854,-6.911364,-1.7112871,-5.016812,-26.642767,-2.5445976,-10.049528,-13.589211,-2.5773952,0.60388213,-8.555023,angry
-574.9018,95.152725,-19.506107,16.352116,7.862171,11.17975,-18.55314,-6.3883386,-6.719913,-12.453642,-5.0112667,-3.0994089,-2.2220562,angry
-539.8473,48.573772,-18.255817,7.956928,-2.0938156,1.930474,-21.33494,6.1153054,-4.1754403,-13.072965,-3.039944,-2.8701255,-6.286741,angry
-567.7791,87.27934,-19.022005,5.1462154,6.073319,20.209576,-7.8086133,-4.5871015,-2.6803312,-6.039105,-11.099147,-2.6440825,-1.2858016,angry
-485.9335,55.357624,-20.270195,2.9784646,-2.4151273,-0.76616126,-22.258886,-0.3815587,-17.263374,-17.877506,-3.7122576,-5.746783,-7.105966,angry
-535.43,80.86925,-1.8545526,22.577997,-1.6677251,5.8212523,-5.2867293,4.8853216,-1.8635049,-2.6932168,-6.368726,-6.687764,3.3878567,angry
-526.88513,49.97317,-14.211781,3.64104,-7.726824,2.5857346,-16.302721,-1.4641403,-6.501192,-12.45869,-8.960468,-1.3361354,-6.94648,angry
-578.25806,83.672035,-20.249723,14.390675,5.066185,7.8750257,-8.760664,-4.672616,-10.554292,-8.345187,-13.571921,-6.221007,6.839328,angry
-554.001,55.026096,-22.185982,5.4845033,-7.195101,-6.214281,-19.531706,3.5801394,-10.815173,-11.912724,-4.092423,-7.3643594,-5.4701223,angry
-486.22678,81.508354,-22.370325,12.678477,6.073163,15.239272,-13.359693,-3.7570353,4.1479745,-6.225282,-7.191418,-1.8611155,-1.9361033,angry
-595.644,62.279007,-13.334483,9.898242,-2.9004753,2.6819663,-14.639627,-7.9508643,-11.49332,-10.016862,-10.171641,0.81340283,-6.339272,angry
-448.1623,85.402695,-21.909794,9.793482,2.2497659,13.216984,-9.751614,5.2057576,-4.331634,-12.629725,-9.717342,1.6255132,0.3300118,angry
-535.65704,92.44268,-26.790718,6.499904,-0.059671752,7.3952866,-13.281113,-2.0353086,-6.9874973,-5.497231,-12.984161,-4.727158,7.3575034,angry
-541.1881,41.320053,-36.125195,8.142289,-20.533476,-7.812425,-21.5796,-3.2980638,-11.352481,-18.181717,-2.4775681,-4.322632,-14.28981,angry
-445.8624,79.5554,-21.308407,13.322602,-1.1070254,9.719331,-10.897067,-14.975331,-4.017424,-1.9813588,-21.393274,-6.5696597,5.8402615,angry
-485.74722,43.08125,-18.87284,4.2490015,-13.454761,1.061483,-19.705067,-3.6186175,-8.312995,-13.274114,-15.741307,-5.0031443,-4.9370875,angry
-515.2732,72.75433,-7.660972,7.7445703,0.6986283,11.971228,-9.872734,-0.7314437,-5.7021613,-6.862616,-6.2135754,-7.093793,-1.8047018,angry
-549.5898,50.606064,-25.824692,0.6596529,-17.886429,-4.588923,-15.035893,-7.4283576,-12.305449,-12.297948,-5.8724947,-8.509741,-9.44956,angry
-415.1754,86.41694,-27.360477,10.715643,-2.7631133,6.1989036,-11.950066,-6.3325357,-7.604648,-6.221839,-13.267444,-6.343738,2.026216,angry
-431.94943,56.26512,-36.169342,-3.762534,-3.68847,-9.216554,-20.337957,6.0169673,-5.3508596,-15.716862,-2.6740885,-3.948377,-8.326271,angry
-421.47623,89.68339,-35.09436,15.494145,3.1928,5.025937,-13.297358,-0.93366104,-10.893467,-13.950062,-8.588875,-2.4142058,-0.77662265,angry
-472.41684,45.576725,-36.32603,3.4395752,-9.357007,-8.713918,-17.182024,2.6792889,-12.599141,-14.596537,-2.762608,-8.117045,-6.0086074,angry
-530.4427,95.50329,-15.172392,5.398223,5.3827777,7.266758,-26.281788,-4.066837,1.0424491,-4.058634,-6.713446,-1.133927,2.3133538,angry
-447.80685,55.07516,-45.33096,-1.4170848,-3.4278302,-5.568099,-24.861605,-0.5145738,-7.0822334,-15.281108,-0.7932219,1.3309698,-6.035534,angry
-466.23193,80.36119,-15.142697,11.74507,7.3077517,13.816919,-17.770803,-4.101185,0.6958602,-3.2174222,-6.2696056,-1.2912244,0.9566817,angry
-462.3607,49.019276,-18.858683,2.1638482,2.6202729,-2.6159863,-16.63149,4.2446833,-2.2593067,-9.340206,-3.238894,-0.78700924,-5.9639916,angry
-501.79904,88.24973,-15.219002,3.0149088,2.9020019,24.73192,-11.551913,-8.2526655,-1.2634405,-3.3749895,-11.776497,-1.2564629,-0.7223673,angry
-377.6627,54.83611,-27.251537,0.44630396,-0.19930564,-2.4142878,-21.837656,-3.709476,-10.341353,-16.497698,-9.677812,-5.821338,-7.246982,angry
-510.03912,72.90249,-6.7617135,15.760575,0.8187985,2.0056763,-9.188672,2.1701775,0.2866007,-2.1283886,-4.022581,-6.627939,0.92045337,angry
-444.56876,66.19105,-23.522902,1.6555074,-5.2246065,4.4911046,-13.156029,-1.9384924,-4.814376,-10.812817,-7.411989,2.3416631,-1.9669813,angry
-520.6915,74.496185,-12.732176,14.416514,-0.9532839,8.745692,-8.353053,-2.1443162,-7.0722723,-5.0174,-10.082121,-3.176856,2.2212563,angry
-430.2383,49.661087,-30.775099,-0.5587373,-6.9850173,-10.766215,-21.877941,5.6076508,-7.6295447,-13.360695,0.41585654,-6.5684752,-5.5151854,angry
-481.4383,78.11242,-13.812395,6.297105,3.3743117,14.756719,-13.502942,-2.7191875,7.115521,-3.7863793,-9.057631,1.3581712,-1.0285081,angry
-525.6611,61.404926,-17.89767,2.8436737,3.6914523,1.9567069,-18.689844,-2.4898968,-6.637092,-11.945139,-7.3847537,1.7446697,-5.8393993,angry
-397.90646,85.57305,-15.226936,4.957003,5.860378,13.305635,-12.381943,2.6851172,3.336791,-10.479091,-6.376845,7.661716,0.18149528,angry
-483.0937,91.53187,-24.364365,2.98493,-2.5645885,9.039247,-17.26078,-0.6825246,4.0045295,-1.9527774,-10.715948,-0.5790114,7.878545,angry
-378.5071,56.003017,-37.586838,-6.78919,-13.322708,-7.720442,-24.178276,-7.3747478,-10.529607,-12.393085,-4.176548,-3.936199,-8.7130165,angry
-418.19345,89.3842,-24.431969,6.2593293,3.4516637,7.068011,-17.098907,-11.788512,-0.44507253,-4.0684276,-22.23147,-4.4970107,6.4967113,angry
-408.0156,46.82075,-37.013195,0.88937324,-15.230886,-9.26292,-16.551395,-7.4229074,-7.0183587,-12.738476,-16.372612,-3.3815742,-1.3671511,angry
-423.16614,77.27589,-17.293789,-0.69695026,0.9119898,11.087987,-15.424301,-4.621456,-2.5645967,-2.55432,-9.780685,-9.249745,0.7955832,angry
-434.5066,48.133778,-35.659008,-0.046268016,-13.02181,-7.190396,-20.16577,-3.1115663,-7.5401516,-11.277928,-4.6407695,-3.340125,-8.187188,angry
-406.2348,97.17898,-38.054955,14.799774,-7.527447,10.732838,-15.060077,-4.075135,-13.277159,-7.21761,-15.469252,-7.032089,2.584783,angry
-456.63226,58.202724,-41.19093,-2.0243964,-2.3571188,-10.752822,-20.548838,5.6285863,-7.3419104,-16.563745,-1.2582923,-3.8180754,-9.213301,angry
-420.1965,93.47658,-36.22115,17.446507,4.94271,5.652322,-15.556323,-2.3355918,-8.831895,-11.748091,-6.761065,-4.0869718,-1.872156,angry
-466.95706,43.08622,-31.500265,7.9312916,-6.4356327,-5.395916,-17.725677,5.3521667,-12.018775,-10.4225855,-1.5889952,-6.855281,-6.080195,angry
-493.99094,102.98531,-21.408092,4.6339283,8.610515,12.375249,-27.098698,-7.1598473,-2.8991377,-5.2435436,-4.638389,-2.2017293,3.972325,angry
-443.1497,61.83617,-49.99746,-0.21773852,-3.6303723,-7.213832,-25.140781,-1.7351886,-10.723615,-15.86196,0.6712114,2.0998,-3.787016,angry
-485.17352,85.123886,-12.723428,13.950493,11.027699,12.843713,-20.165422,-3.2665236,1.7893546,-2.9215152,-7.5243783,-0.540538,0.570045,angry
-462.59866,49.312298,-21.41699,2.1939352,1.6884392,-3.027697,-20.680979,4.839587,-2.6323872,-7.539751,-1.1752719,-2.077126,-5.17591,angry
-531.1001,89.00018,-13.603692,3.9238293,6.5269237,26.737696,-9.982146,-6.2390685,1.7666076,-0.4142653,-11.77816,0.25761595,-0.15930471,angry
-376.146,60.55947,-34.997513,1.2645901,0.022443594,-4.562428,-24.956186,-2.3252943,-9.308258,-15.997354,-9.6249075,-4.200564,-5.6644626,angry
-515.22174,80.39807,-4.247434,17.431158,3.9094796,2.5021281,-7.26269,3.4429047,0.13337657,-1.0706692,-2.2596576,-5.565303,3.4174263,angry
-449.59402,67.13266,-25.630037,-0.79609466,-7.0927057,3.4248312,-12.117536,-2.9257638,-3.8874161,-10.427784,-6.7041554,1.4374522,-2.669522,angry
-522.77765,69.441216,-11.061456,13.474098,0.027103849,6.9401026,-8.5865555,-2.6960483,-5.261784,-3.9892557,-8.367534,-1.4213595,0.9608689,angry
-469.25125,61.576096,-38.360382,0.13578238,-7.291173,-11.067944,-22.455673,6.7624435,-10.848038,-11.068739,1.9605985,-6.5442247,-5.5519958,angry
-473.38596,76.98348,-21.231537,8.351068,6.84214,16.283031,-13.941681,-1.3425144,6.0711417,-5.9003415,-8.767473,2.6511958,-0.3815906,angry
-503.52405,61.486095,-22.558676,2.5203798,3.607886,-0.8288041,-20.269098,-3.6412961,-6.3381395,-12.313441,-7.4782944,3.1141949,-6.214582,angry
-392.7138,75.6886,-11.968445,2.6520178,2.785958,12.520274,-8.653647,1.88593,0.65807724,-7.676667,-7.9154525,4.8016396,4.0703874,angry
-448.8647,87.50594,-23.661911,2.4377837,1.122992,12.938992,-20.312603,-2.3526456,0.4136768,3.8130546,-10.300199,-1.8914613,7.3266892,angry
-390.61465,53.7051,-35.990387,-0.06471904,-9.338046,-7.7044306,-20.518953,-3.415339,-11.221152,-11.318346,-4.8859415,-3.283471,-8.711942,angry
-407.28378,91.30223,-25.216455,3.378691,7.887787,5.603748,-17.02392,-9.939444,1.286405,-8.253398,-20.790714,-0.37415177,4.2598968,angry
-397.07343,43.33821,-33.98899,4.183791,-13.325742,-8.515767,-16.432957,-7.322109,-6.7236786,-13.345786,-14.37685,-4.6002054,-3.342462,angry
-416.14197,83.01577,-20.541162,-0.5211277,3.609218,11.595386,-12.839792,-6.2104325,-0.82753885,-4.917438,-9.646947,-9.653037,1.9665282,angry
-398.7182,47.36042,-32.422226,0.5475512,-12.824504,-7.491085,-19.595715,-2.2181168,-8.012889,-10.286531,-4.209492,-2.98726,-7.4615912,angry
-416.15652,89.931,-33.537148,10.167304,-5.836837,5.7254343,-9.182524,-7.009721,-11.744965,-9.035231,-17.191101,-4.9976354,2.2335534,angry
-463.95135,55.988342,-39.975666,-0.92927176,-5.0642185,-9.048123,-22.71951,3.6498353,-9.478547,-17.650011,-4.001096,-5.5429077,-10.404762,angry
-396.0259,98.301476,-41.808773,8.875493,3.469973,5.396043,-16.87271,-6.2201686,-9.421017,-14.729691,-8.401201,-2.5558434,-0.6134406,angry
-482.50342,40.18994,-23.121696,4.9605002,-6.929389,-5.2228217,-18.55302,0.9424964,-14.578731,-14.1602955,-4.585975,-7.3013487,-7.397261,angry
-492.9801,91.09435,-15.301696,10.409676,2.624358,11.075974,-27.09677,-4.941815,1.3648311,-2.1660476,-8.731759,-2.34567,2.390892,angry
-428.3142,53.29086,-42.65589,0.602603,-6.1305146,-5.0980706,-27.129278,0.8087751,-9.492447,-15.1940975,2.7372544,-0.15255839,-4.3378143,angry
-486.87283,79.18403,-19.269857,15.746471,4.4342155,15.509918,-20.188772,-4.026483,-0.35367152,-8.052729,-9.478597,-2.931112,-3.6717474,angry
-469.20126,43.877922,-16.259476,8.175678,-0.7664264,-3.141137,-21.295582,5.8175087,-3.31428,-10.677984,-3.7443733,-2.469418,-5.8617516,angry
-488.11008,76.82262,-17.93043,4.789606,6.252475,22.32848,-10.801182,-7.9153376,-0.43018213,-4.6457276,-12.009197,-3.0167537,-1.7081338,angry
-396.00992,59.88477,-26.410166,0.3643722,-5.610601,-2.4679937,-24.289988,-2.3601425,-10.385003,-15.551507,-12.3998785,-3.948564,-6.168992,angry
-507.61023,75.32356,-3.0466607,19.679811,1.2305073,4.84886,-8.005827,5.589328,-4.4692383,-4.6468363,-6.3010583,-5.6969,2.2778,angry
-462.97406,55.2628,-18.173729,-1.6235424,-11.528314,2.892033,-14.665139,-3.7889376,-4.341965,-12.768285,-7.738481,0.6400561,-2.6104708,angry
-511.3269,72.58003,-14.054309,13.325329,1.8777893,7.9940133,-9.598649,-6.2116885,-7.22411,-9.211709,-12.056308,-3.8120742,0.91010773,angry
-472.0983,55.836018,-30.74725,0.14782901,-5.6054506,-7.6227045,-22.381517,2.6305575,-11.7481985,-11.096565,0.1455954,-6.525498,-5.137731,angry
-458.37897,77.94813,-22.726223,9.407062,4.9367495,16.911871,-15.063602,-2.4359782,1.9217137,-6.8657765,-7.0900655,1.9274058,-1.8022857,angry
-503.15558,51.31546,-22.75859,5.2123694,1.498322,1.6482261,-23.110989,-4.239561,-10.180247,-13.388255,-10.330223,3.1096337,-9.152271,angry
-410.7719,78.730446,-16.042645,7.817527,3.5577264,11.224048,-10.613587,3.7751038,1.3398756,-9.790192,-4.83245,4.6327333,-0.9961446,angry
-444.7886,88.815994,-30.131884,1.7199104,-1.2955656,7.177018,-21.534243,-0.7970651,1.3146495,-2.5048916,-10.813236,-4.4261556,7.0820737,angry
-380.45093,45.239956,-33.2969,-2.341358,-14.484073,-11.084199,-22.184456,-4.4048758,-8.152564,-11.815597,-3.697269,-4.360082,-7.9486628,angry
-410.28473,89.31287,-26.376158,7.293116,3.3410764,8.7612915,-14.350772,-11.339683,-0.60396224,-5.542376,-23.02793,-4.789655,6.2743955,angry
-417.18356,45.3299,-30.982048,3.240754,-11.425189,-3.5291543,-19.105831,-7.777111,-7.802753,-13.420631,-15.043174,-2.8163874,-4.135988,angry
-427.62457,76.123375,-20.167444,3.378311,2.4346056,6.829415,-10.696111,-4.474123,-4.188205,-5.129922,-10.071157,-9.518258,-0.52185136,angry
-452.8009,44.279015,-28.843237,2.3781724,-13.470874,-3.4331555,-19.07802,-7.228031,-12.501107,-13.100521,-5.223705,-5.679518,-10.454385,angry
-392.15582,91.37774,-29.735096,7.811836,-6.114453,9.882581,-13.829662,-9.699031,-9.428209,-6.375057,-16.152376,-6.5202727,6.105907,angry
-440.22934,52.878967,-37.759,-1.4394603,-6.456507,-10.004055,-19.85461,2.541538,-8.117607,-17.363728,-3.5563393,-5.6470156,-9.773188,angry
-400.5389,103.06665,-41.348152,14.265151,-0.63231725,5.1639533,-18.142296,-3.4628797,-13.990246,-16.321629,-7.9531283,-2.0465562,-1.3536441,angry
-459.24457,41.538086,-30.370955,5.826805,-8.208482,-5.0490103,-19.379099,1.8705472,-15.538063,-12.186409,-1.6526761,-7.1766143,-8.11065,angry
-488.48828,88.43709,-15.035314,9.185023,3.6391776,9.900941,-26.183125,-7.0605736,3.107979,-1.4725641,-11.213697,-2.6759932,2.9598162,angry
-440.32108,59.52499,-44.390106,1.0371714,-7.8722715,-3.9952557,-26.546778,0.48916432,-8.066665,-15.061231,-1.7389741,1.7308471,-2.8797731,angry
-484.46768,82.96951,-18.525492,13.004271,5.013413,13.841027,-20.136778,-6.461106,-2.8094332,-6.7082434,-8.476827,-2.190697,-2.1125903,angry
-474.15723,40.49439,-18.602753,7.509371,-2.0732343,-1.9976565,-20.63983,5.290988,-1.7745926,-13.644326,-5.4625883,-2.4415743,-5.7220616,angry
-522.466,67.56864,-17.255396,5.053966,4.817001,21.442312,-8.460866,-7.8534684,-0.9536285,-2.8110504,-11.21345,-2.597365,-2.0546799,angry
-387.17532,55.602364,-28.014393,0.7802124,-5.601069,-2.226558,-23.624891,-2.0505812,-10.39203,-15.229109,-9.924197,-7.2348223,-5.790678,angry
